current_handle,proposed_handle,current_url,proposed_url,swedish_detected,recommendation,execute_phase,status,title
dji-rs-3-mini-usb-c-kontrollkabel-vinklad,dji-rs-3-mini-usb-c-kontrollcable-vinklad,/products/dji-rs-3-mini-usb-c-kontrollkabel-vinklad,/products/dji-rs-3-mini-usb-c-kontrollcable-vinklad,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI RS 3 Mini USB-C kabel - Vinklad DJI RS 3 Mini USB-C Kontrollkabel
begagnad-dji-motion-controller-avata-fpv,begagnad-dji-motion-controller-avata-fpv,/products/begagnad-dji-motion-controller-avata-fpv,/products/begagnad-dji-motion-controller-avata-fpv,NO,KEEP,6_REVIEW_ONLY,DRAFT,Begagnad DJI Motion Controller för Avata/FPV
dji-gimbal-motvikt-balanseringskit,dji-gimbal-motvikt-balanseringskit,/products/dji-gimbal-motvikt-balanseringskit,/products/dji-gimbal-motvikt-balanseringskit,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI gimbal motvikt - Original Motviktsset för DJI Gimbal
dji-rs2-kamerahandtag-forlangning,dji-rs2-kamerahandtag-forlangning,/products/dji-rs2-kamerahandtag-forlangning,/products/dji-rs2-kamerahandtag-forlangning,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI RS2 Kamerahandtag för Optimal Stabilitet
dji-rs-2-rs-3-pro-fjarrkontroll-fordonsfaste-kit,dji-rs-2-rs-3-pro-remote-control-fordonsmount-kit,/products/dji-rs-2-rs-3-pro-fjarrkontroll-fordonsfaste-kit,/products/dji-rs-2-rs-3-pro-remote-control-fordonsmount-kit,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Fjärrkontroll och Fordonsfäste för DJI RS 2 / RS 3 Pro
dji-ronin-sc-kabeladapter-usb-c-micro-usb,dji-ronin-sc-cableadapter-usb-c-micro-usb,/products/dji-ronin-sc-kabeladapter-usb-c-micro-usb,/products/dji-ronin-sc-cableadapter-usb-c-micro-usb,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI Ronin SC Kabeladapter för Kameraanslutning
snorklingshandtag-dji-action-2,snorklingshandtag-dji-action-2,/products/snorklingshandtag-dji-action-2,/products/snorklingshandtag-dji-action-2,NO,KEEP,6_REVIEW_ONLY,DRAFT,snorklingshandtag DJI - Snorklingshandtag för DJI
hjalmfaste-osmo-action-3-snabbfaste,hjalmmount-osmo-action-3-snabbmount,/products/hjalmfaste-osmo-action-3-snabbfaste,/products/hjalmmount-osmo-action-3-snabbmount,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Osmo Action 3 Hjälmfäste med Snabbfäste
1-4-kulledsadapter,1-4-kulledsadapter,/products/1-4-kulledsadapter,/products/1-4-kulledsadapter,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Mångsidig 1/4"" Kulledsadapter för Flexibel Montering"
dji-osmo-munfaste,dji-osmo-munmount,/products/dji-osmo-munfaste,/products/dji-osmo-munmount,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI Osmo Munfäste för Actionkameror
startrc-storage-bag-osmo-action-4-5-pro,startrc-storage-bag-osmo-action-4-5-pro,/products/startrc-storage-bag-osmo-action-4-5-pro,/products/startrc-storage-bag-osmo-action-4-5-pro,NO,KEEP,6_REVIEW_ONLY,DRAFT,Osmo Action 4 väska - STARTRC Förvaringsväska för Osmo Action 4 & 5
original-nd-filter-set-dji-osmo,original-nd-filter-set-dji-osmo,/products/original-nd-filter-set-dji-osmo,/products/original-nd-filter-set-dji-osmo,NO,KEEP,6_REVIEW_ONLY,DRAFT,Original ND Filter Set för DJI Osmo Action
flytande-dykhandtag-dual-mounts-actionkamera,flytande-dykhandtag-dual-mounts-actionkamera,/products/flytande-dykhandtag-dual-mounts-actionkamera,/products/flytande-dykhandtag-dual-mounts-actionkamera,NO,KEEP,6_REVIEW_ONLY,DRAFT,Buoyant Anti-Sink Dive Handle - Flytande Dykhandtag med Dubbla
dji-mini-propellerfodral,dji-mini-propellerfodral,/products/dji-mini-propellerfodral,/products/dji-mini-propellerfodral,NO,KEEP,6_REVIEW_ONLY,DRAFT,Skydda dina propellrar med ett DJI Mini propellerfodral
dji-avata-2-skyddsring-startrc-tpu,dji-avata-2-protectionsring-startrc-tpu,/products/dji-avata-2-skyddsring-startrc-tpu,/products/dji-avata-2-protectionsring-startrc-tpu,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI Avata 2 skyddsring - STARTRC Skyddsring för DJI Avata 2 Drönare
dji-neo-cqt-dazzle-color-dekaler-vattentata,dji-neo-cqt-dazzle-color-dekaler-vattentata,/products/dji-neo-cqt-dazzle-color-dekaler-vattentata,/products/dji-neo-cqt-dazzle-color-dekaler-vattentata,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Neo CQT Dazzle Color Ljusdekaler för Drönare
dji-neo-dronarstativ-cqt-skrivbordsdisplay,dji-neo-dronestativ-cqt-skrivbordsdisplay,/products/dji-neo-dronarstativ-cqt-skrivbordsdisplay,/products/dji-neo-dronestativ-cqt-skrivbordsdisplay,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI Neo Drönarstativ CQT för Skrivbordsdisplay
puluz-insta360-x4-lins-protection,puluz-insta360-x4-lins-protection,/products/puluz-insta360-x4-lins-protection,/products/puluz-insta360-x4-lins-protection,NO,KEEP,6_REVIEW_ONLY,DRAFT,PULUZ Insta360 X4 - PULUZ Linsskydd för Insta360 X4 med Optiskt Glas
insta360-x4-linsskydd-pc,insta360-x4-lens-protector-pc,/products/insta360-x4-linsskydd-pc,/products/insta360-x4-lens-protector-pc,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Insta360 X4 linsskydd PC av Hållbart Material
landningsstall-dji-avata,landing-gear-dji-avata,/products/landningsstall-dji-avata,/products/landing-gear-dji-avata,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Landningsställ DJI Avata: Vikbart och Höjt Skydd
insta360-x4-bur-puluz,insta360-x4-bur-puluz,/products/insta360-x4-bur-puluz,/products/insta360-x4-bur-puluz,NO,KEEP,6_REVIEW_ONLY,DRAFT,Insta360 X4 bur PULUZ - Robust skydd för din kamera
insta360-x4-vasa-bag,insta360-x4-vasa-bag,/products/insta360-x4-vasa-bag,/products/insta360-x4-vasa-bag,NO,KEEP,6_REVIEW_ONLY,DRAFT,Insta360 X4 väska bag för säker förvaring
insta360-x5-x4-l-faste-magnetiskt-konverteringsfas,insta360-x5-x4-l-mount-magnetiskt-konverteringsfas,/products/insta360-x5-x4-l-faste-magnetiskt-konverteringsfas,/products/insta360-x5-x4-l-mount-magnetiskt-konverteringsfas,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Insta360 X5 / X4 Sunnylife - Magnetiskt L-Fäste för Insta360 X5 / X4
startrc-nd-filter-insta360-ace-pro,startrc-nd-filter-insta360-ace-pro,/products/startrc-nd-filter-insta360-ace-pro,/products/startrc-nd-filter-insta360-ace-pro,NO,KEEP,6_REVIEW_ONLY,DRAFT,Insta360 Ace ND-filter - STARTRC ND-filterset för Insta360 Ace
gopro-hero7-6-5-cpl-skyddsfilter-optimerad-bildkva,gopro-hero7-6-5-cpl-protectionsfilter-optimerad-bildkva,/products/gopro-hero7-6-5-cpl-skyddsfilter-optimerad-bildkva,/products/gopro-hero7-6-5-cpl-protectionsfilter-optimerad-bildkva,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,GoPro HERO7 /6 /5 Protective - CPL Skyddsfilter för GoPro HERO7 /6 /5
gopro-storage-bag-telesin-mini-eva-skyddsfodra,gopro-storage-bag-telesin-mini-eva-protectionsfodra,/products/gopro-storage-bag-telesin-mini-eva-skyddsfodra,/products/gopro-storage-bag-telesin-mini-eva-protectionsfodra,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,GoPro Förvaringsväska till Hero 9-12
telesin-handledsrem-actionkamera,telesin-handledsrem-actionkamera,/products/telesin-handledsrem-actionkamera,/products/telesin-handledsrem-actionkamera,NO,KEEP,6_REVIEW_ONLY,DRAFT,TELESIN Handledsrem för Actionkamera
dji-neo-dronarvaska-hart-skal,dji-neo-dronebag-hart-shell,/products/dji-neo-dronarvaska-hart-skal,/products/dji-neo-dronebag-hart-shell,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI NEO Drönarväska med Hårt Skal
telesin-t13-60m-sports-camera-fjarrkontroll,telesin-t13-60m-sports-camera-remote-control,/products/telesin-t13-60m-sports-camera-fjarrkontroll,/products/telesin-t13-60m-sports-camera-remote-control,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,TELESIN T13 60m Sports Camera - TELESIN T13 Trådlös Fjärrkontroll
ronin-nato-klamma-snabbfaste-dji-stabilisator,ronin-nato-klamma-snabbmount-dji-stabilisator,/products/ronin-nato-klamma-snabbfaste-dji-stabilisator,/products/ronin-nato-klamma-snabbmount-dji-stabilisator,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Ronin NATO-klämma för DJI Stabilisatorer
waterproof-dronarvaska-rcstq-trippel-protection,waterproof-dronebag-rcstq-trippel-protection,/products/waterproof-dronarvaska-rcstq-trippel-protection,/products/waterproof-dronebag-rcstq-trippel-protection,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,RCSTQ Vattentät Drönarväska med Trippel Skydd
dji-flip-startrc-batterilucka-snabbfaste,dji-flip-startrc-batterylucka-snabbmount,/products/dji-flip-startrc-batterilucka-snabbfaste,/products/dji-flip-startrc-batterylucka-snabbmount,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,för DJI Flip STARTRC Battery - STARTRC Batterilucka med Snabbfäste
dji-om-7-mobilfaste-magnetfaste,dji-om-7-mobilmount-magnetmount,/products/dji-om-7-mobilfaste-magnetfaste,/products/dji-om-7-mobilmount-magnetmount,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI OM 7 mobilfäste - DJI OM 7 Original Magnetiskt Mobilfäste
dji-om-7-series-original-tracking-kit,dji-om-7-series-original-tracking-kit,/products/dji-om-7-series-original-tracking-kit,/products/dji-om-7-series-original-tracking-kit,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI OM 7 Series Original Tracking Kit
dji-osmo-om-7-kabel-usb-c-for-8-pin,dji-osmo-om-7-cable-usb-c-for-8-pin,/products/dji-osmo-om-7-kabel-usb-c-for-8-pin,/products/dji-osmo-om-7-cable-usb-c-for-8-pin,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI Osmo OM 7 kabel - DJI Osmo OM 7 Inspelningskabel – USB-C
dji-om-7-original-magnetiskt-snabbfaste,dji-om-7-original-magnetiskt-snabbmount,/products/dji-om-7-original-magnetiskt-snabbfaste,/products/dji-om-7-original-magnetiskt-snabbmount,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI OM 7 Original Magnetic - DJI OM 7 Original Magnetiskt Snabbfäste
dji-matrice-as1-hogtalare,dji-matrice-as1-hogtalare,/products/dji-matrice-as1-hogtalare,/products/dji-matrice-as1-hogtalare,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Matrice AS1 Högtalare för Effektiv Kommunikation
dji-al1-sokarlampa-drones,dji-al1-sokarlampa-drones,/products/dji-al1-sokarlampa-drones,/products/dji-al1-sokarlampa-drones,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI AL1 Sökarlampa för Drönare
dji-power-mc4-solkabel,dji-power-mc4-solcable,/products/dji-power-mc4-solkabel,/products/dji-power-mc4-solcable,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,"Original MC4 Parallel Cable For DJI Power Solar Panel, MC4 Parallel Cable"
insta360-x5-kamerabur-metallram-linsskydd-flymile,insta360-x5-kamerabur-metallram-lens-protector-flymile,/products/insta360-x5-kamerabur-metallram-linsskydd-flymile,/products/insta360-x5-kamerabur-metallram-lens-protector-flymile,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Insta360 X5 Kamerabur med Metallram och Linsskydd
dji-neo-cqt-dronarlandning-protection,dji-neo-cqt-dronelanding-protection,/products/dji-neo-cqt-dronarlandning-protection,/products/dji-neo-cqt-dronelanding-protection,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI Neo CQT Drone Landing - Skyddande Landningsskydd för DJI Neo CQT
dji-neo-fly-more-comb-bag,dji-neo-fly-more-comb-bag,/products/dji-neo-fly-more-comb-bag,/products/dji-neo-fly-more-comb-bag,NO,KEEP,6_REVIEW_ONLY,DRAFT,Skydda din drönare med DJI Neo Fly More Comb bag
storage-bag-dji-neo-bkano-portabel-pu,storage-bag-dji-neo-bkano-portabel-pu,/products/storage-bag-dji-neo-bkano-portabel-pu,/products/storage-bag-dji-neo-bkano-portabel-pu,NO,KEEP,6_REVIEW_ONLY,DRAFT,Portabel Förvaringsväska för DJI Neo BKANO
storage-bag-dji-neo-bkano-barbar,storage-bag-dji-neo-bkano-barbar,/products/storage-bag-dji-neo-bkano-barbar,/products/storage-bag-dji-neo-bkano-barbar,NO,KEEP,6_REVIEW_ONLY,DRAFT,Bärbar Förvaringsväska till DJI Neo - BKANO
axelvasa-dji-neo-bkano-ne-005,axelvasa-dji-neo-bkano-ne-005,/products/axelvasa-dji-neo-bkano-ne-005,/products/axelvasa-dji-neo-bkano-ne-005,NO,KEEP,6_REVIEW_ONLY,DRAFT,Axelväska för DJI Neo BKANO NE-005
storage-bag-dji-neo-bkano-ne-010-pu,storage-bag-dji-neo-bkano-ne-010-pu,/products/storage-bag-dji-neo-bkano-ne-010-pu,/products/storage-bag-dji-neo-bkano-ne-010-pu,NO,KEEP,6_REVIEW_ONLY,DRAFT,Förvaringsväska till DJI Neo BKANO NE-010 Drönare
storage-bag-dji-neo-bkano-ne-016,storage-bag-dji-neo-bkano-ne-016,/products/storage-bag-dji-neo-bkano-ne-016,/products/storage-bag-dji-neo-bkano-ne-016,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Neo BKANO NE-016 Storage - Förvaringsväska med Hårt Skal för DJI
dji-neo-bkano-ne-003-storage-bag,dji-neo-bkano-ne-003-storage-bag,/products/dji-neo-bkano-ne-003-storage-bag,/products/dji-neo-bkano-ne-003-storage-bag,NO,KEEP,6_REVIEW_ONLY,DRAFT,Förvaringsväska för DJI Neo BKANO NE-003 Drönare
storage-bag-dji-neo-bkano-ne-001,storage-bag-dji-neo-bkano-ne-001,/products/storage-bag-dji-neo-bkano-ne-001,/products/storage-bag-dji-neo-bkano-ne-001,NO,KEEP,6_REVIEW_ONLY,DRAFT,Skyddande Förvaringsväska för DJI Neo BKANO NE-001
dji-avata-2-axelvaska,dji-avata-2-axelbag,/products/dji-avata-2-axelvaska,/products/dji-avata-2-axelbag,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI Avata 2 Axelväska för Säker Transport
dji-air-3-bag-hard,dji-air-3-bag-hard,/products/dji-air-3-bag-hard,/products/dji-air-3-bag-hard,NO,KEEP,6_REVIEW_ONLY,DRAFT,Robust DJI Air 3 Väska Hård för Drönaren
dji-air-3-axelvasa-stor-kapacitet,dji-air-3-axelvasa-stor-kapacitet,/products/dji-air-3-axelvasa-stor-kapacitet,/products/dji-air-3-axelvasa-stor-kapacitet,NO,KEEP,6_REVIEW_ONLY,DRAFT,Axelväska med Stor Kapacitet för DJI Air 3
dji-air-3s-backpack-hard,dji-air-3s-backpack-hard,/products/dji-air-3s-backpack-hard,/products/dji-air-3s-backpack-hard,NO,KEEP,6_REVIEW_ONLY,DRAFT,Optimal DJI Air 3S Ryggsäck för Säker Transport
dji-air-3-rc2-rc-n2-bkano-bag,dji-air-3-rc2-rc-n2-bkano-bag,/products/dji-air-3-rc2-rc-n2-bkano-bag,/products/dji-air-3-rc2-rc-n2-bkano-bag,NO,KEEP,6_REVIEW_ONLY,DRAFT,dji rc pro air 2s - Skyddande Drönarväska för DJI Air 3 och Kontroller
insta360-ace-pro-bag-bkano-ac-001,insta360-ace-pro-bag-bkano-ac-001,/products/insta360-ace-pro-bag-bkano-ac-001,/products/insta360-ace-pro-bag-bkano-ac-001,NO,KEEP,6_REVIEW_ONLY,DRAFT,Insta360 Ace Pro Väska – Optimalt Skydd för Din Kamera
insta360-x4-001-hardskalsvaska,insta360-x4-001-hardshellsbag,/products/insta360-x4-001-hardskalsvaska,/products/insta360-x4-001-hardshellsbag,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Insta360 X4 001 Hårdskalsväska – Ditt Ultimata Kameraskydd
insta360-x4-bag-002,insta360-x4-bag-002,/products/insta360-x4-bag-002,/products/insta360-x4-bag-002,NO,KEEP,6_REVIEW_ONLY,DRAFT,Insta360 X4 väska 002: Optimal skydd och förvaring
imak-skarmskydd-dji-osmo-action-5-pro,imak-skarmprotection-dji-osmo-action-5-pro,/products/imak-skarmskydd-dji-osmo-action-5-pro,/products/imak-skarmprotection-dji-osmo-action-5-pro,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,imak Rear Screen + Front - Imak Skärmskydd för DJI Osmo Action 5 Pro
insta360-go-3s-armband,insta360-go-3s-armband,/products/insta360-go-3s-armband,/products/insta360-go-3s-armband,NO,KEEP,6_REVIEW_ONLY,DRAFT,Insta360 GO 3S Armband för Säker Montering
startrc-axelremsvaska-for-dji-neo-drones,startrc-axelremsbag-for-dji-neo-drones,/products/startrc-axelremsvaska-for-dji-neo-drones,/products/startrc-axelremsbag-for-dji-neo-drones,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,väska till drönare - STARTRC Axelremsväska för DJI Neo Drönare
waterproof-bag-dji-neo-rc2-rc-n3-startrc,waterproof-bag-dji-neo-rc2-rc-n3-startrc,/products/waterproof-bag-dji-neo-rc2-rc-n3-startrc,/products/waterproof-bag-dji-neo-rc2-rc-n3-startrc,NO,KEEP,6_REVIEW_ONLY,DRAFT,Vattentät Skyddsväska för DJI Neo / RC2 / RC-N3
insta360-ace-pro-2-compar-charger-accessories,insta360-ace-pro-2-compar-charger-accessories,/products/insta360-ace-pro-2-compar-charger-accessories,/products/insta360-ace-pro-2-compar-charger-accessories,NO,KEEP,6_REVIEW_ONLY,DRAFT,Insta360 Ace Pro 2 compar Laddare och Tillbehör
dji-flip-battery-3110mah,dji-flip-battery-3110mah,/products/dji-flip-battery-3110mah,/products/dji-flip-battery-3110mah,NO,KEEP,6_REVIEW_ONLY,DRAFT,Original DJI Flip Batteri 3110mAh
dji-flip-bag-fp-b957-skyddande-dronarfodral,dji-flip-bag-fp-b957-protective-dronefodral,/products/dji-flip-bag-fp-b957-skyddande-dronarfodral,/products/dji-flip-bag-fp-b957-protective-dronefodral,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI Flip Väska FP-B957 – Optimalt Skydd för Drönare
parallell-laddningshubb,parallell-laddningshubb,/products/parallell-laddningshubb,/products/parallell-laddningshubb,NO,KEEP,6_REVIEW_ONLY,DRAFT,Effektiv Parallell Laddningshubb
nd-filter-dji-flip-original-filterset,nd-filter-dji-flip-original-filterset,/products/nd-filter-dji-flip-original-filterset,/products/nd-filter-dji-flip-original-filterset,NO,KEEP,6_REVIEW_ONLY,DRAFT,Original ND Filter Set For DJI Flip  (ND16/64/256)
dji-flip-propellers-reserv,dji-flip-propellers-reserv,/products/dji-flip-propellers-reserv,/products/dji-flip-propellers-reserv,NO,KEEP,6_REVIEW_ONLY,DRAFT,Original Propellers For DJI Flip Drone
dji-65w-portabel-charger,dji-65w-portabel-charger,/products/dji-65w-portabel-charger,/products/dji-65w-portabel-charger,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI 65W Portabel Laddare för Drönare
dji-o4-air-unit-digital-fpv-videooverforing,dji-o4-air-unit-digital-fpv-videooverforing,/products/dji-o4-air-unit-digital-fpv-videooverforing,/products/dji-o4-air-unit-digital-fpv-videooverforing,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI O4 Air Unit: Digital FPV Videoöverföring
dji-flip-cynova-drones-bag,dji-flip-cynova-drones-bag,/products/dji-flip-cynova-drones-bag,/products/dji-flip-cynova-drones-bag,NO,KEEP,6_REVIEW_ONLY,DRAFT,ryggsäck drönare väska - Drönarväska för DJI Flip CYNOVA FL
dji-air-3-i-1-kabel,dji-air-3-i-1-cable,/products/dji-air-3-i-1-kabel,/products/dji-air-3-i-1-cable,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,"Original 3-in-1 Cable For DJI Air Unit Series, 3-in-1 Cable"
dji-flip-cynova-fl-fzt-cy-propeller-guard,dji-flip-cynova-fl-fzt-cy-propeller-guard,/products/dji-flip-cynova-fl-fzt-cy-propeller-guard,/products/dji-flip-cynova-fl-fzt-cy-propeller-guard,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Flip CYNOVA FL-FZT-CY Propellerskydd
dji-mavic-3-mobilmodul-installationskit,dji-mavic-3-mobilmodul-installationskit,/products/dji-mavic-3-mobilmodul-installationskit,/products/dji-mavic-3-mobilmodul-installationskit,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Mavic 3 Mobilmodul Installationskit
dji-flip-sunnylife-storage-bag-fp-b958,dji-flip-sunnylife-storage-bag-fp-b958,/products/dji-flip-sunnylife-storage-bag-fp-b958,/products/dji-flip-sunnylife-storage-bag-fp-b958,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Flip Sunnylife Förvaringsväska FP-B958
dji-snabbladdkabel-original,dji-snabbladdcable-original,/products/dji-snabbladdkabel-original,/products/dji-snabbladdcable-original,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Original DJI Snabbladdkabel för Effektiv Laddning
dji-neo-charging-hub-tvavags-laddstation,dji-neo-charging-hub-tvavags-laddstation,/products/dji-neo-charging-hub-tvavags-laddstation,/products/dji-neo-charging-hub-tvavags-laddstation,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Neo Laddhubb: Snabb och Effektiv Batteriladdning
dji-flip-waterproof-bag-cynova-fl-aqx-cy,dji-flip-waterproof-bag-cynova-fl-aqx-cy,/products/dji-flip-waterproof-bag-cynova-fl-aqx-cy,/products/dji-flip-waterproof-bag-cynova-fl-aqx-cy,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Flip Vattentät Väska CYNOVA FL-AQX-CY
dji-flip-dronarvaska-stot-stress,dji-flip-dronebag-stot-stress,/products/dji-flip-dronarvaska-stot-stress,/products/dji-flip-dronebag-stot-stress,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI Flip Drönarväska för Stötar
dji-drones-linsskydd-nano-4-i-1,dji-drones-lens-protector-nano-4-i-1,/products/dji-drones-linsskydd-nano-4-i-1,/products/dji-drones-lens-protector-nano-4-i-1,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Avancerat Drönare Linsskydd Nano 4-i-1 för DJI
dji-flip-landningsstall-hojningskit,dji-flip-landing-gear-hojningskit,/products/dji-flip-landningsstall-hojningskit,/products/dji-flip-landing-gear-hojningskit,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI Flip Landningsställ för Ökad Säkerhet
dji-flip-drones-with-tripod-and-skyddsring,dji-flip-drones-with-tripod-and-protectionsring,/products/dji-flip-drones-with-tripod-and-skyddsring,/products/dji-flip-drones-with-tripod-and-protectionsring,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI Flip Drone With Tripod - DJI Flip Drönare Med Stativ
dji-flip-bag-sunnylife-aqx-19-waterproof,dji-flip-bag-sunnylife-aqx-19-waterproof,/products/dji-flip-bag-sunnylife-aqx-19-waterproof,/products/dji-flip-bag-sunnylife-aqx-19-waterproof,NO,KEEP,6_REVIEW_ONLY,DRAFT,Vattentät DJI Flip Väska Sunnylife AQX-19 för Drönare
sunnylife-organizer-bag-dji-flip-fp-b959,sunnylife-organizer-bag-dji-flip-fp-b959,/products/sunnylife-organizer-bag-dji-flip-fp-b959,/products/sunnylife-organizer-bag-dji-flip-fp-b959,NO,KEEP,6_REVIEW_ONLY,DRAFT,Organizer Väska för DJI Flip Sunnylife FP-B959
brandsaker-storage-bag-dji-flip-battery,brandsaker-storage-bag-dji-flip-battery,/products/brandsaker-storage-bag-dji-flip-battery,/products/brandsaker-storage-bag-dji-flip-battery,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Flip brandväska - Brandsäker Förvaringsväska för DJI Flip
dji-flip-cqt-3-i-1-dronarstativ-landningsstall,dji-flip-cqt-3-i-1-dronestativ-landing-gear,/products/dji-flip-cqt-3-i-1-dronarstativ-landningsstall,/products/dji-flip-cqt-3-i-1-dronestativ-landing-gear,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI Flip CQT 3 In 1 Drone - DJI Flip CQT 3-i-1 Drönarstativ
dji-flip-cqt-dronaradapter-stativfaste,dji-flip-cqt-droneadapter-stativmount,/products/dji-flip-cqt-dronaradapter-stativfaste,/products/dji-flip-cqt-droneadapter-stativmount,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI Flip CQT Drone Adapter - DJI Flip CQT Drönaradapter
airtag-dronarfaste-forlustskydd,airtag-dronemount-forlustprotection,/products/airtag-dronarfaste-forlustskydd,/products/airtag-dronemount-forlustprotection,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,AirTag Drönarfäste för Optimalt Förlustskydd
